"ST04Q01";"ST15Q01";"ST19Q01";"misced";"fisced";"CLCUSE1";"ESCS";"FAMSTRUC";"BELONG";"STUDREL";"ATTLNACT";"ATSCHL";"ANXMAT";"FAILMAT";"INSTMOT";"INTMAT";"SMATBEH";"MATHEFF";"MATINTFC";"MATWKETH";"SCMAT";"SUBNORM"
2;2;1;4;4;1;-0,37;2;0,82;-0,02;0,5206;-0,24;1,53;2,6645;-0,9;-0,66;-0,4567;0,54;-0,7332;-0,5641;-1,61;0,6602
2;2;1;6;6;3;1,45;2;0,56;-0,48;0,5206;0,24;0,06;-0,076;0,8;0,58;0,2171;0,54;1,4565;-0,0651;0,65;0,6602
2;3;2;2;6;3;0,41;2;2,63;-0,02;1,2115;-0,24;1,26;0,1524;-1,12;0;0,2171;1,07;-0,7332;0,4684;0,18;0,6602
2;1;1;2;2;2;-1,13;2;1,1;1,13;1,2115;-0,24;-1,3;-0,767;1,59;-0,95;0,2171;-0,33;-0,7332;-0,8805;1,38;-0,3852
2;1;1;2;2;3;-1,05;2;0,82;1,13;0,5206;0,77;-0,85;1,2219;-2,3;-1,78;-0,0721;-0,48;-0,2514;-0,5641;-1,61;-2,3212
1;2;1;5;6;4;1,32;2;-0,15;-0,79;0,0873;-0,64;-2,37;0,64;-1,33;-1,78;0,2171;1,07;0,1775;-0,0651;0,65;-1,3599
2;2;1;6;5;3;1,6;2;1,84;0,45;1,2115;0,77;-1,3;-0,53;0,05;-0,34;0,6426;1,47;-1,5329;-0,7235;1,12;-0,3852
2;2;1;6;2;3;1,24;2;0,32;-0,17;1,0273;0,54;0,32;0,3889;-0,39;-0,34;-2,1402;1,07;-0,8404;-0,5641;-0,52;-1,0301
1;3;1;2;2;3;-1,01;2;-0,9;-0,79;1,2115;-0,24;0,56;-0,3017;-0,39;-0,34;-0,4567;-0,02;-1,5329;1,4298;-0,52;-1,9864
1;1;1;5;4;3;0,31;1;0,08;-0,48;0,5206;-0,24;0,79;-0,076;-0,67;-1,27;0,2171;-0,02;-1,3697;-0,2356;-1,01;-1,0426
1;4;1;0;6;3;-0,41;2;-0,9;1,13;0,5206;1,38;2,55;2,0328;0,61;1,51;1,0998;-1,21;0,1775;-0,7235;-0,52;2,235
2;1;2;5;2;3;0,54;2;-0,15;0,45;1,2115;0,77;-0,2;-0,076;1,59;-0,34;0,4486;0,54;1,4565;-0,7235;0,41;0,3026
1;2;1;2;4;2;0,02;2;2,63;2,16;1,2115;2,35;-2,37;-1,6239;1,59;2,29;0,811;1,47;0,6584;2,7167;2,26;2,8039
1;3;1;4;4;2;-0,55;2;0,56;-0,48;-0,3397;-0,24;-0,47;-0,767;-0,9;-0,34;-0,0721;0,15;-0,4864;0,2882;0,18;-0,7176
2;1;1;4;5;3;0,18;2;0,32;-0,79;-1,4236;-0,64;0,32;-1,2999;-1,33;-1,27;0,6426;-0,63;0,1775;0,1099;-1,01;-0,3852
2;2;1;5;6;3;0,43;1;1,1;1,13;1,2115;1,38;0,56;-0,076;0,05;0;0,4486;-0,18;-0,2514;-0,0651;-0,06;0,6602
1;1;1;2;2;2;-0,42;2;0,82;-0,02;0,5206;0,77;-0,73;-0,767;1,59;0,58;-0,0721;-0,02;0,1775;0,8307;0,65;1,4014
1;1;2;4;5;3;-0,05;1;0,56;-0,48;1,2115;1,38;0,56;0,3889;-0,9;0,3;-0,0721;-0,77;-1,3074;-0,7235;0,41;-1,0426
1;3;1;2;2;3;-0,69;2;-0,15;-1,47;0,0873;-0,64;-0,2;0,1524;-1,33;-1,27;-1,0226;-0,48;-0,1091;-0,5641;-0,76;-0,7176
1;1;1;6;6;3;1,32;2;0,32;-0,79;1,2115;0,77;1,02;0,64;-1,33;-1,27;-1,0226;-0,77;-0,7332;-0,4017;-2,18;-0,7176
2;2;1;6;6;3;1,86;2;0,82;-0,02;-0,9394;-0,95;0,06;-0,076;-1,33;-1,49;-2,1402;0,15;-1,5329;-0,2356;-0,52;-0,7176
1;1;1;6;6;3;1,52;2;1,42;0,45;1,2115;-0,64;-2,37;0,9139;0,8;2,29;0,4486;2,27;1,4565;1,4298;2,26;-1,3599
1;2;1;4;6;3;1,38;2;-1,18;-1,04;1,2115;-1,7;0,06;-0,53;0,8;1,23;0,811;0,15;0,1775;-1,1886;0,41;1,0265
2;1;1;6;6;2;1,75;2;1,42;2,16;1,2115;1,38;-0,73;-1,0202;0,8;1,23;0,4486;1,47;1,3431;1,0166;1,12;0,6602
2;4;1;2;4;2;-0,94;2;0,08;-0,02;-0,9394;-0,24;0,32;-0,076;-1,56;-1,27;-1,0226;-0,63;-1,3074;-1,1886;-2,18;0,3026
2;1;1;5;3;2;0,71;3;-0,62;-0,02;0,5206;1,38;0,06;-0,076;-0,9;-0,2;-0,4567;-0,77;-0,3495;-0,88;-0,46;-0,7176
1;4;1;0;2;1;-0,67;2;-0,74;1,13;1,2115;-0,95;-1,3;-0,53;0,05;0,91;1,4702;-0,18;1,4565;2,0389;0,88;0,3026
2;1;1;5;6;2;0,39;2;0,08;-0,02;0,5206;1,38;-1;-1,2999;1,59;0,91;-0,0721;0,78;1,4006;-0,4017;1,38;0,6602
2;4;1;5;4;1;0,71;2;-0,9;-1,47;-0,9394;-1,22;-0,47;-1,6239;0,05;0,3;-2,1402;-0,33;0,6584;0,1099;0,65;-0,3852
1;2;2;5;5;3;0,92;2;-0,9;-0,48;0,5206;-0,64;1,02;0,9139;-1,83;-1,78;-0,0721;-1,21;-1,2506;-0,8805;-1,61;-1,0426
2;4;1;5;5;1;-0,27;2;-1,18;-0,02;-0,9394;-0,24;0,06;-0,767;1,59;1,81;1,3516;1,07;0,6584;0,2882;1,7;0,6602
1;1;1;5;5;3;0,64;1;0,08;0,45;1,2115;-0,24;-0,73;-1,2999;0,8;0,91;-0,0721;0,54;0,6584;0,1099;1,38;0,6602
2;4;2;5;4;3;-0,41;2;0,56;1,51;1,2115;0,24;-0,2;-0,3017;1,11;0,91;0,2171;-0,33;1,4565;-0,2356;0,41;0,3026
2;1;1;6;6;2;0,57;2;1,42;1,51;1,2115;0,24;-2,37;0,1524;1,59;1,81;0,811;0,34;1,4565;2,0389;1,38;2,235
1;1;1;3;3;3;-0,62;2;0,56;-0,02;1,2115;-0,24;-0,73;-0,767;-1,12;0;-0,0721;-0,02;0,1775;-0,7235;0,41;-1,0426
2;1;1;2;2;3;-0,62;2;-1,18;-1,91;-0,9394;-0,95;0,42;1,2219;-1,56;-1,78;-1,0226;-1,06;-1,4741;-1,1886;-2,18;-1,0426
1;1;1;5;3;3;0,93;1;-0,15;-0,02;-1,4236;0,77;-1,3;-0,53;-0,67;0,91;0,6426;2,27;1,4565;-0,4017;2,26;-0,0455
1;4;1;2;3;2;-0,82;2;-1,05;-0,6;-0,3397;-0,64;-0,2;-0,3017;-0,67;0,3;0,4486;-0,63;0,6584;0,2882;0,18;-0,3852
2;1;1;5;3;3;0,78;2;0,08;-1,04;1,2115;0,77;-1,3;-0,767;1,59;0,58;0,811;1,47;1,4565;1,2128;2,26;0,6602
2;2;1;6;6;3;1,97;2;0,32;-0,48;0,0873;-0,64;0,56;-0,767;-0,39;0;-1,0226;-0,63;0,1775;-0,8805;-0,29;0,3026
1;1;1;6;4;2;1,84;2;0,32;0,45;1,2115;-0,64;-0,2;-0,076;-0,39;-1,78;-1,0226;-0,18;-0,7332;-0,4017;-0,17;0,6602
2;4;1;5;5;3;-0,18;2;-0,15;-0,48;1,2115;-0,24;-0,2;1,2219;0,05;0,58;0,2171;-0,33;-0,2514;-0,0651;0,41;-0,3852
2;1;1;5;3;1;-0,15;2;-0,15;-0,48;0,5206;-0,95;0,56;0,3889;0,05;0,91;0,2171;0,15;-1,5329;0,2882;-0,06;-0,0455
2;1;1;3;3;3;-0,61;2;0,59;-1,15;-0,9778;-0,64;0,02;0,1524;-0,82;-0,09;0,4486;-0,17;-0,1091;-1,1176;0,35;-0,4927
1;3;3;1;1;2;-1,64;2;-1,18;-1,26;-1,4236;-0,64;0,06;0,1524;-0,67;-0,34;0,4486;-1,06;-0,7332;-0,4017;-0,76;-0,7176
1;1;1;6;6;2;1,98;2;0,82;0,81;0,0873;-0,24;-1;-1,6239;1,11;0,58;0,4486;1,47;0,1775;0,8307;1,12;1,4014
2;1;1;5;3;3;0,78;2;-0,15;0,45;-0,9394;-0,24;0,32;-1,2999;-0,39;0;-0,4567;-0,63;0,6584;-0,0651;-0,52;0,3026
2;1;4;5;5;3;0,01;2;2,63;2,16;0,5206;2,35;-1,68;-1,2999;1,59;1,23;0,2171;0,15;0,6584;0,8307;0,65;2,235
1;1;1;5;4;2;1,13;2;0,82;-0,02;0,5206;-0,24;0,56;0,64;-1,33;-1,27;-1,0226;-1,36;-1,3074;-0,8805;-1,61;-0,0455
1;4;1;2;3;2;-0,66;1;-0,74;-0,48;-0,3397;-0,24;0,32;-0,076;-0,9;0;-2,1402;-0,18;-1,5329;-0,4017;0,41;-0,3852
1;4;2;2;2;4;0,15;1;-1;-0,02;-0,3397;-0,64;0,56;0,64;-0,9;-1,27;-0,4567;-0,48;-1,5329;-1,0213;-2,18;-0,0455
1;1;1;3;4;3;0,24;2;-0,56;0,45;1,2115;-0,24;0,06;-1,2999;0,5;0,58;0,4486;0,54;0,6584;1,0815;0,65;0,6602
2;1;1;5;5;2;0,65;2;0,56;-0,02;-0,3397;0,77;-1;-0,53;0,05;0,91;-0,4567;0,54;1,1922;-0,2356;1,12;1,0265
1;1;2;6;6;3;1,34;1;-0,56;-0,02;-0,3397;-0,24;0,56;0,3889;-0,39;0;0,2171;-0,63;-0,3495;-0,4017;-0,29;0,3026
2;1;1;5;5;3;0,87;2;0,32;-2,16;-1,7015;-0,64;-0,47;-0,076;0,05;0;0,6426;0,78;0,1775;-1,1886;1,38;-0,7176
1;1;1;5;5;3;1,12;2;0,82;0,45;0,0873;0,77;0,06;-0,3017;-0,9;-0,95;-1,0226;-0,33;-1,5329;-0,4017;-1,28;-0,3852
1;1;1;6;3;3;1,01;2;1,42;2,16;-0,3397;-0,24;0,32;0,1524;-0,39;-0,66;-1,0226;-0,77;1,4565;-0,5641;-0,29;-0,3852
1;1;1;3;3;3;0,09;2;0,32;0,81;1,0493;0,24;-0,2;-0,767;-0,67;-0,34;-1,0226;-0,48;-1,3697;-0,2356;-0,29;0,6602
2;3;1;6;6;2;1,73;1;2,63;2,09;-0,9394;0,24;-0,73;-1,0202;0;0,58;0,2171;2,25;-0,7332;-0,8805;0,65;-0,3852
1;4;4;5;4;3;-0,07;2;1,42;0,45;1,2115;0,77;-0,73;-1,0202;1,11;1,23;0,6426;0,15;0,1775;1,2128;1,38;0,3026
2;1;1;5;3;3;0,87;2;-0,37;-0,48;0,0873;-0,95;-1;-0,53;-0,39;1,23;0,6426;1,47;-0,2514;0,4684;1,12;-0,3852
2;1;1;5;6;2;1,41;2;-1,05;0,45;-0,3397;-0,24;-0,2;0,3889;0,05;0,3;0,4486;-0,33;0,1775;-0,4184;0,18;0,3026
2;1;1;5;6;3;1,3;1;1,42;-0,48;0,5206;0,24;-0,2;0,1524;-0,39;-0,66;-0,4567;-0,48;-0,2514;-0,5641;-0,29;0,6602
2;1;1;5;6;3;1,29;2;-0,15;-0,02;-0,3397;-0,24;-1,3;0,1524;1,11;0,91;-0,0721;-0,02;1,4565;-0,0651;0,65;1,4014
1;1;1;5;6;3;1,43;2;-0,37;-0,02;-0,9394;-0,64;-0,2;-0,3017;-0,39;-0,34;-0,4567;-0,63;0,1775;-0,4017;0,41;-0,7176
1;2;1;6;6;3;1,36;2;1,1;-0,02;1,2115;-0,24;0,32;0,64;0,05;-0,34;0,6426;-0,33;1,4565;0,1099;0,18;1,4014
1;1;1;3;6;3;1,1;2;0,32;1,13;-0,3397;1,38;0,06;0,1524;-0,48;0,91;0,811;-0,77;-1,5329;-0,4017;-0,06;-0,0455
2;3;1;3;6;3;1,16;2;1,84;1,51;1,2115;2,35;-0,47;-1,2999;1,51;1,51;0,4486;1,07;0,6584;2,7167;1,7;1,4014
2;1;1;4;3;3;0,79;2;-1,18;1,51;-0,3397;-0,24;-2,37;-1,2999;0,8;1,23;0,811;0,78;0,6584;0,1099;1,7;-0,3852
1;1;4;5;5;3;0,05;2;0,32;-0,48;-0,9394;-0,24;-0,47;-1,6239;0,05;0,3;-0,4567;0,78;1,4565;-0,2356;0,41;-0,0455
1;1;1;5;6;3;1,72;2;-0,37;-0,02;0,5206;-0,24;0,06;0,3889;1,59;0,58;-0,0721;-0,33;0,1775;-0,2356;-0,06;0,6602
1;1;1;5;5;2;0,76;2;0,08;1,51;1,2115;0,24;-0,47;-0,767;1,59;0,58;-0,0721;0,78;1,4565;1,4298;0,41;0,6602
2;1;1;4;4;3;0,64;1;0,32;-0,02;-0,9394;-0,24;-0,2;0,1524;0,05;0,58;-0,4567;-0,18;-0,7332;0,1099;0,65;0,6602
2;4;4;2;2;2;-1,12;2;0,56;-0,02;0,5206;0,28;-0,2;0,3249;0,05;0,93;-0,0721;0,78;0,1775;1,0099;1,7;1,4816
2;1;1;5;3;2;0,02;2;-0,15;0,45;-0,3397;-0,64;0,06;0,1524;-0,67;0,58;-0,4567;-0,63;1,4565;-0,0651;0,41;-0,3852
2;1;1;4;5;2;0,64;2;0,32;-0,02;0,5206;0,77;-1,68;-0,767;0,05;0,3;-0,0721;1,47;1,4565;-1,3412;2,26;0,3026
2;1;1;6;3;2;0,98;1;-0,71;-0,02;0,5206;-0,24;-0,36;0,1524;0;-0,09;-0,6141;0,99;-0,0387;-0,026;-0,17;-0,2475
1;4;2;2;2;2;-1,17;2;1,84;2,16;1,2115;1,38;0,32;0,3889;1,11;0,58;0,6426;-0,18;-0,2514;0,8307;-0,52;1,0265
1;1;1;5;3;2;-0,39;2;1,42;-0,79;1,2115;2,35;1,02;1,5828;1,59;-0,34;0,4486;0,54;1,4565;-0,4017;-0,52;0,3026
1;1;1;5;6;2;1,31;2;-0,15;-0,48;0,0873;-0,24;0,32;0,1524;-0,39;0;-0,4567;-0,63;0,1775;-0,2356;-0,29;-0,7176
1;1;1;3;3;2;-0,09;2;1,1;0,81;0,0873;0,24;-0,2;-1,0202;0,05;0,91;-0,0721;-0,48;0,1775;0,4684;0,18;0,6602
1;1;1;3;3;3;-0,6;2;-0,56;1,13;1,2115;-0,24;-1,68;0,9139;0,05;0,91;0,6426;0,78;1,4565;0,2882;1,12;0,3026
1;1;1;3;5;3;0,8;2;-0,56;0,81;0,5206;0,77;-0,73;0,1524;-0,67;1,23;0,6426;-0,02;0,6584;1,2128;1,38;-0,0455
2;2;1;3;3;3;-0,68;2;-0,15;-0,02;0,0873;-0,24;-0,73;-1,0202;1,11;0,58;0,3436;0,15;0,6584;0,4684;0,65;1,4014
2;1;1;3;4;2;-0,7;2;0,32;-0,02;-0,3397;0,24;-1,68;0,3889;0,8;0,3;-0,0721;0,78;-0,2514;0,2882;1,12;1,4014
1;4;2;4;3;2;-0,72;1;-0,15;1,13;1,2115;0,77;0,79;-0,53;0,8;0,58;0,811;-0,92;0,1775;0,8307;-1,01;1,0265
1;1;1;5;5;3;0,57;2;-1,05;-1,26;-0,9394;-0,64;-0,47;-0,3017;-1,12;0,3;-0,0721;-0,48;-0,2514;-0,4017;-0,06;-0,3852
1;1;1;2;3;3;0;2;0,08;1,13;0,0873;0,77;-1,68;0,9139;1,59;1,51;0,2171;-0,33;0,5739;0,4684;1,38;0,3026
2;3;1;5;5;2;0,99;2;-0,15;0,45;-0,3397;-0,24;-0,47;0,1524;-0,39;0,3;0,9618;-0,33;-0,477;-0,2356;0,41;0,3026
1;1;1;5;3;3;0,57;2;0,32;-0,02;1,2115;0,77;-0,73;0,64;-0,39;0,58;0,6426;-0,33;0,1775;0,649;0,41;0,3026
1;1;1;3;3;3;-0,53;2;-0,56;-0,02;-0,9394;-0,95;1,02;0,1524;-0,53;-0,34;-0,3108;-0,92;0,1871;-0,416;-0,75;0,2177
2;2;1;5;3;3;0,21;2;0,08;-0,64;0,5206;-0,95;-0,47;0,3889;0,8;0,58;0,4486;-0,02;0,6584;0,2866;0,18;0,6602
2;2;1;4;3;3;0,76;2;0,08;-0,79;1,2115;-0,24;0,56;-0,076;0,5;1,51;0,2171;-1,21;1,4565;-0,2356;0,88;0,6602
1;1;1;5;6;3;1,3;2;-0,74;-0,55;-0,9394;-0,95;0,79;0,9139;0,05;-1,27;-0,4567;-0,33;0,6584;-0,2356;-0,29;-0,0455
2;1;1;5;3;3;1,59;2;-0,56;-1,26;-0,9394;-0,24;-2,37;-2,0269;-0,9;0,91;-0,0721;2,27;0,6584;0,8307;2,26;-1,0426
2;2;1;5;3;3;0,69;2;0,32;0,45;0,5206;-0,24;0,32;0,3889;-0,9;0,3;-0,4567;-0,02;0,6584;-0,0651;-0,29;0,6602
1;1;1;4;4;3;-0,76;1;0,56;-0,02;1,2115;-0,95;-1,3;0,64;-0,39;0;0,4486;-0,48;1,4565;-1,3412;-0,06;-0,0455
2;1;1;4;4;1;0,07;2;-0,9;-1,47;0,5206;-0,95;-2,37;-3,7666;0,5;-0,95;0,6426;2,27;1,4565;1,4298;2,26;-0,0455
2;1;1;3;3;3;0,78;2;0,56;-0,48;0,5206;0,77;0,32;0,1524;-1,12;-1,27;-0,4567;-0,18;0,6584;-1,4948;-1,01;-0,3852
1;1;1;4;4;3;-0,08;1;-1,08;-0,79;0,0873;-2,31;-0,47;-0,53;-1,33;-1,78;-2,1402;-0,92;-1,3074;-1,3412;-0,06;-0,3852
2;1;1;6;6;2;1,58;2;-0,37;0,45;0,0873;-0,24;-1;0,3889;-0,39;-0,34;0,2171;0,15;0,6584;0,4684;0,88;-1,0426
1;1;1;4;5;2;1,06;1;0,32;0,81;1,2115;-0,24;0,79;-0,53;1,11;0,3;0,4486;-0,02;1,4565;-0,5641;0,86;0,3026
1;1;1;5;5;3;0,97;2;-0,56;-0,48;0,5206;-0,24;0,32;1,2219;-0,39;0,3;-0,0721;-0,18;1,4565;-0,0651;0,18;0,3026
2;4;1;0;1;1;-2,06;1;-0,74;-0,02;0,0873;0,24;-0,2;0,1524;-0,39;0,91;0,9618;-0,48;1,4565;-0,7235;-0,29;1,0265
1;3;1;2;2;3;-0,02;1;-0,56;1,51;0,0873;0,77;0,32;0,9139;-0,9;0,3;0,2171;-0,33;-1,5329;-0,0651;0,41;-0,3852
1;1;1;5;6;3;1,51;2;-0,74;0,45;1,2115;-0,64;-2,37;-0,53;0,5;0,58;-1,0226;0,78;1,4565;0,1099;1,12;-0,3852
1;1;1;3;5;2;0,35;1;-0,37;0,45;0,5206;0,77;-1,68;-2,0269;1,11;0,91;0,2171;1,07;1,4565;-0,7235;1,38;0,3026
1;1;1;5;5;3;0,95;2;1,42;-0,02;1,2115;-0,46;1,53;0,64;0,05;-0,95;-0,0721;-1,06;1,4565;-0,7235;-1,28;0,6602
2;2;1;5;5;3;1,02;2;0,32;-0,02;-0,3397;0,24;-0,2;-0,53;0,8;0,3;-1,0226;-0,48;1,4565;-0,0651;0,41;-0,0455
2;4;1;3;3;2;-0,33;2;1,1;-0,02;1,2115;0,77;0,79;0,1524;-0,67;-0,34;-0,4567;-0,92;1,4565;-0,8805;-0,52;-0,7176
2;3;1;6;6;3;1,62;2;0,32;0,81;0,0873;-0,64;-1;-0,076;0,05;0,3;0,2171;-0,02;1,4565;-0,0651;1,12;0,6602
2;1;1;3;5;1;1,18;2;1,84;1,51;-0,2365;2,35;0,32;-0,767;0,5;0,91;0,4486;-0,77;1,4565;0,625;-0,29;2,1754
1;1;2;5;6;3;1,29;1;0,82;1,13;0,0873;-0,95;-2,37;0,1524;-0,9;-1,78;0,4486;-0,18;0,2982;0,2882;0,18;-1,0426
2;1;1;6;6;4;1,72;2;-0,56;-1,04;-1,4236;-1,46;-1;-1,6239;-0,39;-1,27;0,4486;2,27;0,6584;-1,4948;1,38;1,0265
2;2;4;2;6;2;-0,38;2;0,32;-0,02;0,0873;-0,24;0,32;-0,076;0,05;0,3;1,0998;-0,77;-0,7332;-0,2356;-0,52;0,6602
2;4;1;5;5;3;0,12;2;0,32;-0,02;-0,3397;-0,24;-0,2;0,3889;-0,9;-0,34;0,4486;-0,33;-1,5329;-0,0651;-0,76;-0,0455
2;4;1;5;6;2;1,35;2;0,32;-0,02;1,2115;-0,64;-2,37;-0,767;0,05;0,58;-0,4567;2,27;-1,5329;0,4684;2,26;-0,0455
2;4;1;5;5;1;0,58;2;-0,56;-0,48;-0,9394;-0,95;-0,47;-0,53;0,05;0,91;0,6426;-0,18;1,4006;0,2882;0,65;-0,0455
2;1;4;6;3;2;0,36;2;2,63;2,16;1,2115;2,35;-0,47;-1,0202;0,8;-0,34;-0,4567;-1,36;-1,5329;-0,5641;-0,76;1,7943
2;1;1;5;5;2;0,99;1;0,08;0,81;-0,3397;0,24;-2,37;-0,767;0,5;1,51;0,2171;1,47;-0,2514;1,4298;2,26;0,6602
1;1;1;5;6;2;0,18;2;-0,15;-0,02;0,5206;-0,64;1,02;1,2219;-0,67;0;-0,4567;-1,06;-0,2514;-0,5641;-1,01;-0,0455
1;1;1;5;5;2;0,75;2;1,42;0,81;0,5206;-0,24;-0,73;-0,3017;1,59;0,91;0,811;2,27;1,4565;0,8307;0,65;0,6602
1;1;1;4;3;3;-0,3;2;0,08;-0,02;-0,9394;-0,24;-0,47;-0,3017;-0,67;0,58;0,811;-0,63;0,1775;-0,2356;-0,29;0,6602
1;2;1;5;5;3;1,2;2;-0,15;-0,02;1,2115;-0,64;0,06;-0,3017;1,11;0;-0,4567;0,15;1,4565;0,2882;-0,06;-0,0455
2;4;1;5;2;2;-0,45;2;-0,74;-0,79;0,0873;0,24;1;0,64;-0,85;-1,27;-0,0721;-0,26;0,6584;-1,1972;-1,28;-0,3852
2;1;1;5;3;2;0,03;2;0,08;0,45;1,2115;-0,95;-0,47;-1,0202;0,05;1,23;0,811;1,07;0,6584;-0,0651;1,38;-0,3852
2;1;1;0;2;5;-1,1;2;-0,15;0,81;-0,9394;0,77;0,06;0,64;0,05;0;-0,4567;-0,63;0,6584;-0,0651;0,65;0,3026
2;1;1;5;4;2;0,32;2;0,08;0;-0,3397;-0,95;0,11;0,3889;-0,39;-0,34;0,2171;-0,33;-0,0387;-0,4017;-0,06;0,2177
2;1;1;5;3;3;0,31;2;2,63;1,51;-0,3397;-0,95;-0,47;-0,767;-1,33;-0,95;0,2171;-0,02;1,4565;-0,4017;0,41;-1,3599
2;1;4;2;3;2;-0,92;2;-1,64;-1,26;-0,3397;0,77;1,53;1,2219;-0,9;-0,66;0,9618;-0,48;0,1775;-1,4948;-1,61;0,6602
1;1;1;3;2;2;-0,63;2;-0,37;-1,26;-0,3397;-0,64;-0,47;-0,3017;0,05;0,3;-0,4567;-0,63;1,4565;-0,4184;0,41;-0,3852
2;3;1;2;2;2;-1,16;1;0,08;1,51;1,2115;1,38;0,32;0,1524;1,11;0,58;0,6426;-0,33;0,1775;-0,0651;-0,06;1,0265
1;4;1;3;3;2;-0,43;1;-0,26;-0,79;-0,9394;-1,03;1,89;0,5792;-2,3;-1,78;-2,1402;-0,75;-1,334;0,2866;-2;-1,3599
1;1;1;3;3;3;-0,68;2;-0,15;-0,02;0,0873;-0,24;0,56;0,64;0,05;-0,66;-0,4567;-0,77;0,6088;-0,5641;-1,61;0,6602
1;2;1;3;2;4;-0,93;2;0,32;-0,02;0,5206;-0,24;0,32;0,3889;0,05;0;0,6426;-0,92;1,4565;0,2882;-1,01;0,3026
2;2;1;4;4;1;0,25;2;1,42;-0,02;0,0873;-0,24;-0,2;-0,3017;-1,83;-1,27;-1,0226;-0,18;-1,5329;-0,5641;-0,52;-0,0455
1;1;1;5;2;2;0,58;2;1,84;2,16;1,2115;0,24;-2,37;-1,2999;0,8;2,29;0,4486;1,07;1,4565;2,0389;2,26;1,4014
1;1;4;3;3;2;-0,38;1;-1,18;-0,02;1,2115;0,77;0,79;0,1524;0,8;1,51;0,811;-0,33;-0,7332;0,2882;-0,06;0,3026
1;4;4;2;2;2;-2,26;2;0,08;-0,02;1,2115;-0,64;0,79;0,1524;0,5;0,3;-0,4567;-1,06;0,6584;0,2882;-0,52;-0,3852
2;4;1;5;6;2;0,98;2;-0,56;-1,48;1,2115;0,54;0,43;-1,0202;-0,45;0,3;-0,4567;0,34;0,6584;-0,9314;-0,52;-0,3852
2;1;1;4;4;3;-0,06;2;0,32;-0,55;-0,3397;-0,24;-2,37;-1,2999;1,11;1,51;0,4486;1,07;1,4565;1,0166;1,7;-0,0455
1;1;4;3;3;3;0,21;2;2,63;1,51;0,5206;0,77;2,55;-0,3017;-0,39;-1,78;-0,0721;-0,77;-0,2514;-0,4017;-1,28;1,7943
1;1;1;5;4;3;0,62;2;-0,74;-0,02;-0,3397;-0,64;-1,3;-0,076;1,11;0,58;-0,0721;0,78;1,4565;0,2882;0,88;0,6602
1;1;1;2;6;2;1,3;2;-0,74;-0,02;-0,3397;-1,03;-0,2;-0,767;0,05;0,3;-0,0721;1,07;0,6584;-0,4017;0,18;0,3026
1;1;1;3;3;3;-0,33;2;-0,56;2,16;1,2115;-0,64;-1,68;-1,6239;1,59;1,23;0,2171;0,54;-1,5329;1,6881;1,7;3,8587
1;1;1;5;3;3;1,34;2;1,42;2,16;1,2115;1,38;0,32;-0,53;1,11;1,23;0,9618;-0,02;-0,7332;0,8307;-0,06;1,7943
2;1;1;3;3;2;-0,34;2;0,56;0,45;0,5206;-0,24;-0,2;-0,53;0,05;0;0,6426;0,34;0,6584;-0,2356;1,38;-0,0455
2;2;1;5;6;2;1,45;2;0,32;-0,02;-0,3397;-0,64;-1,68;-0,3017;0,05;0,58;0,4486;1,47;0,6584;-0,8805;1,38;-0,3852
1;2;3;5;5;2;-0,34;2;-0,37;1,13;0,5206;-0,24;-1;-1,0202;0,05;0,91;0,6426;1,47;1,0129;2,0389;0,41;1,4014
1;1;1;5;3;3;0,28;2;0,82;-0,02;0,5206;-0,24;-1;0,3889;-0,9;0,3;-0,4567;0,15;0,6584;0,1099;1,12;-0,3852
2;1;4;2;3;2;0,02;2;0,32;-0,02;1,2115;-0,95;0,32;0,9139;-0,39;-1,27;-0,4567;-0,92;0,6584;-0,7235;-1,01;-1,0426
2;1;1;5;3;3;1,14;2;2,63;0,45;0,5206;0,24;-0,47;-0,767;1,59;0,91;0,4486;0,34;1,4565;0,649;1,12;0,6602
2;4;1;5;2;3;0,06;1;1,1;-0,48;-0,3397;-1,22;0,32;0,0046;-0,9;-0,34;-0,0721;-0,92;-1,5329;-0,8495;-0,76;-0,7176
2;2;4;5;3;2;-0,35;1;-0,56;-0,02;-0,3397;-0,24;0,79;0,3889;0,05;0,09;-0,0721;-0,77;0,1775;-0,0651;-1,01;1,0265
2;1;1;2;3;3;0,52;2;0,08;-0,48;0,0873;2,35;-2,37;-1,0202;1,59;0,3;-0,4567;0,54;1,4565;-0,4017;1,7;0,3026
2;1;1;4;3;1;-0,62;1;-1,18;-1,26;-0,3397;-0,95;-0,2;-0,076;-1,12;-0,95;0,4486;0,15;-0,477;-0,7235;0,18;-0,0455
2;1;1;5;3;3;0,74;2;0,08;-0,02;0,5206;0,24;-0,47;-1,2999;0,5;1,51;0,9618;0,34;1,4565;1,0166;0,65;-0,7176
1;1;1;4;5;3;1,44;2;-0,37;0,45;-0,9394;-0,64;-0,47;-0,3017;0,05;0,58;-0,0721;-0,18;-0,2514;0,2882;0,41;-0,3852
1;1;1;3;3;2;-1,1;2;0,56;-1,91;0,0873;-0,64;1,26;0,9139;0,05;-0,34;0,2171;-1,36;-0,7332;-0,4017;-1,01;-0,0455
1;2;1;5;3;3;-0,09;2;-1,64;0,45;-0,3397;-0,24;-0,2;0,64;0,05;0,58;-0,0721;-0,63;0,6584;0,1099;0,41;0,3026
